,2017-11-06,2017-11-13,2017-11-20,2017-11-27,2017-12-04,2017-12-11,2017-12-18,2017-12-25,2018-01-01,2018-01-08,2018-01-15,2018-01-22,2018-01-29,2018-02-05,2018-02-12,2018-02-19,2018-02-26,2018-03-05,2018-03-12,2018-03-19,2018-03-26,2018-04-02,2018-04-09,2018-04-16,2018-04-23,2018-04-30
quantummechanical,10.0,10,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,6.0,9.0,9.0,8.0,8.0,10.0,10.0,9.0,11.0,11.0,10.0,10.0,10.0,10.0
landauginzburg,14.0,14,14.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0,10.0,11.0,10.0,10.0,10.0,10.0
pulsar,5.0,8,8.0,10.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0
freezeout,8.0,8,8.0,8.0,8.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
hamiltonjacobi,6.0,6,5.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
glsm,6.0,6,6.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
gromovwitten,16.0,16,16.0,15.0,15.0,16.0,16.0,16.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0
cobordism,2.0,2,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0
superstrings,5.0,6,6.0,6.0,6.0,5.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0
kms,6.0,6,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,7.0,7.0,7.0,8.0,8.0,7.0,4.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,10.0
bottomup,7.0,7,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,11.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0
superradiance,4.0,4,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,9.0,9.0,9.0,10.0,10.0,10.0
gravitationalwave,11.0,11,11.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,9.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0
versa,5.0,5,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0
ppwaves,2.0,2,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,9.0,10.0,10.0,10.0
heavyion,6.0,6,6.0,6.0,6.0,5.0,6.0,6.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,9.0,10.0,10.0
pomeron,5.0,6,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,9.0,9.0,10.0,10.0
heavylight,8.0,8,8.0,8.0,7.0,7.0,13.0,13.0,13.0,13.0,13.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0
nonbps,6.0,6,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,6.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,10.0,10.0
ultralight,12.0,12,12.0,12.0,13.0,13.0,13.0,11.0,11.0,11.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,4.0,7.0,9.0,10.0,10.0
wouldbe,2.0,2,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,8.0,8.0,8.0,10.0,10.0
kinkantikink,2.0,2,2.0,5.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0
floquet,14.0,14,14.0,13.0,13.0,14.0,14.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,10.0,10.0
drgt,8.0,8,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,7.0,7.0,14.0,13.0,13.0,13.0,13.0,13.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0
modelindependent,13.0,14,14.0,14.0,13.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0
threeform,15.0,15,14.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,7.0,8.0,8.0,10.0,12.0,11.0,12.0,14.0,9.0,9.0,9.0,10.0
outoftimeordered,12.0,12,12.0,7.0,7.0,9.0,8.0,8.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,10.0
nearextremal,8.0,7,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,10.0
transseries,6.0,5,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,12.0,13.0,13.0,13.0,13.0,8.0,8.0,8.0,10.0
palatini,14.0,14,14.0,14.0,14.0,16.0,16.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,12.0,10.0,12.0,8.0,8.0,8.0,10.0
timedependence,5.0,6,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,10.0
gws,8.0,8,8.0,7.0,7.0,7.0,7.0,9.0,10.0,10.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,7.0,10.0
selfaccelerating,5.0,7,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,10.0
otocs,9.0,9,9.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,13.0,13.0,9.0
efolds,13.0,12,12.0,11.0,11.0,11.0,12.0,13.0,13.0,12.0,12.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,11.0,11.0,11.0,12.0,9.0
hyperkahler,12.0,10,10.0,10.0,16.0,15.0,15.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,11.0,13.0,13.0,12.0,12.0,11.0,9.0
leadingorder,8.0,8,9.0,8.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,10.0,10.0,10.0,11.0,11.0,13.0,12.0,12.0,11.0,11.0,11.0,9.0
phasespace,14.0,14,14.0,16.0,16.0,16.0,17.0,17.0,16.0,16.0,18.0,17.0,17.0,17.0,15.0,15.0,15.0,14.0,12.0,12.0,12.0,12.0,11.0,10.0,10.0,9.0
lightest,15.0,15,15.0,16.0,15.0,16.0,16.0,16.0,15.0,15.0,14.0,12.0,12.0,12.0,11.0,11.0,11.0,10.0,9.0,8.0,11.0,11.0,11.0,10.0,10.0,9.0
dyonic,23.0,21,21.0,21.0,20.0,20.0,20.0,20.0,20.0,18.0,18.0,14.0,14.0,14.0,15.0,15.0,15.0,13.0,14.0,14.0,14.0,14.0,9.0,10.0,10.0,9.0
cp,17.0,17,16.0,16.0,15.0,16.0,16.0,16.0,18.0,17.0,17.0,16.0,17.0,13.0,13.0,13.0,13.0,12.0,12.0,9.0,10.0,10.0,9.0,10.0,10.0,9.0
stronglycoupled,3.0,3,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,10.0,10.0,9.0
eigenstate,16.0,14,14.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,13.0,13.0,14.0,13.0,14.0,12.0,12.0,12.0,12.0,11.0,11.0,8.0,10.0,9.0
starobinsky,12.0,12,13.0,13.0,12.0,12.0,12.0,9.0,10.0,10.0,10.0,11.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,12.0,12.0,9.0,9.0
selfgravitating,7.0,7,7.0,7.0,8.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,12.0,11.0,9.0,9.0
twoform,16.0,15,15.0,15.0,15.0,13.0,15.0,14.0,14.0,14.0,13.0,13.0,10.0,10.0,9.0,10.0,10.0,12.0,11.0,10.0,11.0,11.0,10.0,10.0,9.0,9.0
raritaschwinger,8.0,7,7.0,7.0,7.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0
hov,10.0,8,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,7.0,6.0,8.0,8.0,8.0,8.0,7.0,9.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0
ss,5.0,6,6.0,6.0,6.0,6.0,6.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0
thefunction,3.0,4,4.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,11.0,11.0,11.0,11.0,9.0,9.0,9.0
goldstino,17.0,17,16.0,12.0,13.0,13.0,11.0,11.0,12.0,12.0,12.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,10.0,9.0,9.0,9.0
gravitymatter,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,8.0,10.0,10.0,10.0,9.0,9.0,11.0,11.0,11.0,9.0,10.0,9.0,9.0,9.0
multiscale,5.0,6,7.0,7.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0
xcdm,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,13.0,13.0,13.0,9.0,9.0,9.0,9.0
fayetiliopoulos,4.0,4,5.0,6.0,6.0,6.0,6.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0
vafa,5.0,5,5.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
eikonal,10.0,10,8.0,7.0,5.0,5.0,5.0,5.0,11.0,11.0,11.0,10.0,10.0,10.0,11.0,10.0,10.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
multicritical,6.0,6,5.0,6.0,9.0,9.0,13.0,12.0,12.0,12.0,11.0,11.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
cy,8.0,8,11.0,11.0,8.0,8.0,4.0,4.0,4.0,4.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
lqg,8.0,8,11.0,11.0,11.0,11.0,11.0,10.0,9.0,9.0,9.0,3.0,3.0,5.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
cmera,4.0,4,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
associahedron,3.0,3,3.0,8.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
qsc,5.0,5,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
scaleinvariant,14.0,14,14.0,14.0,11.0,10.0,13.0,13.0,13.0,13.0,12.0,11.0,9.0,10.0,9.0,11.0,10.0,10.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0
synchronised,4.0,4,4.0,4.0,4.0,4.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0
qm,5.0,5,4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0
qnms,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,6.0,9.0,9.0,9.0,9.0
confinementdeconfinement,5.0,8,8.0,8.0,8.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0
waveforms,2.0,3,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0
ofdimensional,7.0,5,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0
mathfrak,10.0,9,9.0,9.0,9.0,9.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,9.0,12.0,12.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,9.0,9.0
thirdorder,8.0,8,8.0,12.0,12.0,12.0,11.0,12.0,13.0,13.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0
longwavelength,8.0,9,9.0,8.0,7.0,8.0,8.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,9.0,8.0,8.0,8.0,9.0,9.0
electricmagnetic,5.0,5,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0
langevin,6.0,6,6.0,6.0,7.0,7.0,7.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0
rederive,5.0,4,3.0,3.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0
glueballs,4.0,4,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0
schwarzschildde,6.0,7,7.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,9.0,9.0
cv,6.0,6,6.0,6.0,6.0,6.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,11.0,7.0,7.0,9.0,9.0
multiparticle,10.0,6,6.0,6.0,6.0,5.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0
symmetrybreaking,7.0,6,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,8.0,7.0,7.0,9.0,9.0
largescale,15.0,15,15.0,15.0,15.0,14.0,15.0,17.0,18.0,16.0,16.0,16.0,14.0,14.0,14.0,14.0,12.0,9.0,7.0,9.0,8.0,7.0,7.0,7.0,9.0,9.0
timescale,17.0,16,15.0,15.0,15.0,15.0,15.0,14.0,13.0,13.0,13.0,8.0,9.0,9.0,9.0,9.0,13.0,13.0,14.0,14.0,14.0,10.0,9.0,8.0,8.0,9.0
ultracold,6.0,6,6.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0
cardy,7.0,7,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0
gibbonshawking,8.0,8,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,11.0,9.0,9.0,9.0,10.0,8.0,8.0,7.0,9.0
pseudoscalar,15.0,15,15.0,13.0,13.0,14.0,15.0,14.0,13.0,14.0,14.0,12.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,9.0
rmt,7.0,7,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0
dinger,8.0,9,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,8.0
superparticle,7.0,7,5.0,5.0,6.0,7.0,7.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,8.0
pointlike,15.0,15,12.0,12.0,12.0,13.0,14.0,14.0,12.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,12.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0
nekrasov,7.0,8,9.0,10.0,11.0,12.0,12.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,10.0,10.0,11.0,9.0,9.0,8.0
parameterized,7.0,8,8.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,12.0,12.0,11.0,11.0,10.0,10.0,9.0,9.0,8.0
parameterization,4.0,4,4.0,4.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0
sp,13.0,15,14.0,14.0,16.0,20.0,20.0,20.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0
qubits,4.0,4,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0
bayesian,12.0,12,12.0,14.0,14.0,13.0,11.0,12.0,12.0,11.0,11.0,10.0,10.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,5.0,9.0,9.0,9.0,9.0,8.0
eigenvectors,4.0,4,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,9.0,9.0,9.0,8.0
nogo,11.0,11,10.0,10.0,10.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,12.0,9.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,9.0,9.0,8.0
compton,8.0,10,9.0,9.0,9.0,9.0,6.0,6.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,8.0
wallcrossing,4.0,7,7.0,7.0,8.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,8.0
quarkonia,8.0,8,8.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,8.0,8.0
mhv,15.0,15,14.0,15.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,15.0,15.0,9.0,8.0,8.0
quantised,5.0,7,8.0,8.0,8.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,10.0,9.0,8.0,8.0
deconfined,14.0,14,14.0,14.0,16.0,15.0,15.0,13.0,13.0,15.0,14.0,14.0,12.0,12.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0
realtime,4.0,5,6.0,6.0,7.0,7.0,6.0,6.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,8.0
longlived,6.0,6,6.0,6.0,6.0,8.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,8.0,8.0
glueball,4.0,4,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,9.0,9.0,8.0,8.0
arxiv,9.0,9,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,6.0,6.0,6.0,8.0,7.0,6.0,7.0,7.0,6.0,9.0,9.0,8.0,8.0
grassmannian,9.0,9,8.0,9.0,10.0,7.0,8.0,8.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0
twoparameter,5.0,5,5.0,5.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0
oneparameter,17.0,18,17.0,16.0,17.0,17.0,17.0,18.0,17.0,17.0,15.0,15.0,15.0,14.0,14.0,14.0,13.0,12.0,12.0,11.0,10.0,10.0,8.0,8.0,8.0,8.0
finsler,5.0,5,5.0,5.0,8.0,8.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0
weinberg,13.0,12,13.0,13.0,13.0,15.0,14.0,11.0,11.0,11.0,11.0,11.0,9.0,11.0,10.0,10.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0
leq,5.0,5,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,12.0,12.0,12.0,12.0,12.0,12.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0
superhorizon,6.0,6,5.0,5.0,5.0,5.0,5.0,6.0,7.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
heavier,8.0,8,8.0,8.0,9.0,10.0,10.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
coarsegrained,6.0,7,6.0,4.0,4.0,5.0,6.0,7.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
fqh,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
dterm,10.0,10,10.0,10.0,10.0,10.0,9.0,12.0,12.0,8.0,8.0,10.0,10.0,10.0,9.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
ricciflat,3.0,3,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0
higgsing,5.0,5,5.0,5.0,6.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0
laplace,7.0,7,7.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,6.0,6.0,6.0,7.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0
twobody,6.0,6,6.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,8.0,8.0,8.0,8.0
smallest,8.0,7,8.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,10.0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0
shortrange,7.0,8,7.0,7.0,8.0,7.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0
infinitedimensional,16.0,16,16.0,16.0,17.0,18.0,18.0,18.0,17.0,16.0,16.0,16.0,13.0,13.0,13.0,11.0,11.0,8.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0
selfcoupling,9.0,9,8.0,6.0,6.0,7.0,7.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0
